#,OBJECTID,Código de la remoción en masa,Región,Tipo de remoción en masa,Tipo de material,Clasificación de remoción en masa,Detonante,Día del evento,Mes de inicio del evento,Año del evento,Estación de ocurrencia del evento,Método de obtención de la información,Fuente de la información,Autor de la fuente,Nota,Enlace de documento asociado,Latitud,Longitud,Precisión de coordenadas
221,214,RM-2008-05-001,Antofagasta,1,Sin información,Caída indeterminada,Evento Sísmico,14,Noviembre,2007,Primavera (del 21-09 al 20-12),,"2008. Peligros geológicos que afectan el tramo comprendido entre los kilómetros 98 y 226 de la ruta 1, Región de Antofagasta. (Santiago, febrero de 2008)","Naranjo, J.A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-05.pdf,-22.04478665,-70.18762042,Coordenadas exactas
220,213,RM-2008-04-009,Metropolitana,1,Roca,Caída de roca,Evento Sísmico,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-33.66,-70.12,Coordenadas aproximadas al sector
219,212,RM-2008-04-008,Metropolitana,1,Roca,Caída de roca,Evento Sísmico,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-33.5,-70.38,Coordenadas aproximadas al sector
218,211,RM-2008-04-007,Metropolitana,1,Roca,Caída de roca,Evento Sísmico,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-33.4,-70.45,Coordenadas aproximadas al sector
217,210,RM-2008-04-006,Metropolitana,1,Roca,Caída de roca,Evento Sísmico,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-33.4,-70.49,Coordenadas aproximadas al sector
216,209,RM-2008-04-005,Metropolitana,3,Roca,Deslizamiento compuesto de roca,Evento Sísmico,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-33.50000324,-70.48999625,Coordenadas aproximadas al sector
215,208,RM-2008-04-004,O'Higgins,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-34.23999595,-70.37999962,Coordenadas exactas
214,207,RM-2008-04-003,O'Higgins,1,Sin información,Caída indeterminada,Sin información,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-34.23999635,-70.34999864,Coordenadas exactas
213,206,RM-2008-04-002,Valparaíso,1,Roca,Caída de roca,Sin información,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-32.51,-70.57,Coordenadas exactas
212,205,RM-2008-04-001,Valparaíso,1,Roca,Caída de roca,Sin información,,Sin información,0,Sin información,,2008. Large rockslides in the southern Central andes of Chile (32-34.5° S): tectonic control and significance for quaternary landscape evolution. Geomorphology.,"Antinao, J.; Gosse, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-04.pdf,-32.9,-70.35,Coordenadas exactas
211,204,RM-2008-03-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,22,Mayo,2008,Otoño (del 21-03 al 20-06),Observado en terreno,"2008. Informe sobre viviendas afectadas por remoción de terreno, sector Cerro La Polvora, Comuna de Concepción.","Ramírez, P.; Constanzo, H.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-03.pdf,-36.80789409,-73.03721511,Coordenadas aproximadas al sector
210,203,RM-2008-02-001,Los Lagos,5,Suelo/Sedimento,Flujo indeterminado,Sin información,,Sin información,2002,Sin información,,"2008. Evaluación Preliminar de los Peligros Geológicos en la zona costera de Ayacara, Provincia de Palena, Región de Los Lagos.","Moreno, H.; Lara, L.; Derch, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-02.pdf,-42.40301154,-72.7213197,Coordenadas aproximadas al sector
209,202,RM-2008-01-001,Los Ríos,3,Sin información,Deslizamiento indeterminado,Lluvias,,Sin información,0,Sin información,,"2008. Estado de la remoción en masa activa en la Quebrada Amargos a mayo de 2008, comuna de Corral, Región de los Ríos.","Mella, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2008-01.pdf,-39.87326225,-73.42681009,Coordenadas exactas
208,201,RM-2007-09-001,Metropolitana,5,Sin información,Flujo indeterminado,Lluvias,,Sin información,0,Sin información,,"2007. Variables ambientales afectadas por loteo ilegal en sector parcela el Cerro, Comuna de Lo Barnechea.","Espinoza, C. y Fock, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-09.pdf,-33.64372298,-70.48447809,Coordenadas aproximadas al sector
207,200,RM-2007-08-003,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,12,Agosto,2006,Invierno (del 21-06 al 20-09),,"2007. Situación actual de terrenos afectados por remociones en masa en algunos sectores de la Provincia de Concepción, durante los años 2005 y 2006.","Ramírez, P.; Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-08.pdf,-36.92766003,-73.0160283,Coordenadas aproximadas al sector
206,199,RM-2007-08-002,Bío Bío,5,Suelo/Sedimento,Flujo de barro,Lluvias,12,Agosto,2006,Invierno (del 21-06 al 20-09),,"2007. Situación actual de terrenos afectados por remociones en masa en algunos sectores de la Provincia de Concepción, durante los años 2005 y 2006.","Ramírez, P.; Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-08.pdf,-36.928487,-73.01589459,Coordenadas aproximadas al sector
205,198,RM-2007-08-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Sin información,,Sin información,2006,Sin información,,"2007. Situación actual de terrenos afectados por remociones en masa en algunos sectores de la Provincia de Concepción, durante los años 2005 y 2006.","Ramírez, P.; Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-08.pdf,-36.59722827,-72.97653614,Coordenadas aproximadas al sector
204,197,RM-2007-07-001,Los Ríos,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,28,Mayo,2005,Otoño (del 21-03 al 20-06),Observado en terreno,"2007. Remociones en masa en la Comuna de Futrono, Región de Los Lagos, Chile.","Muñoz, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-07.pdf,-40.12721266,-72.37901631,Coordenadas aproximadas al sector
203,196,RM-2007-06-001,Aysén,5,Roca y Suelo/Sedimento,Deslizamiento-Flujo de arena/limo/detritos,Evento Sísmico,21,Abril,2007,Otoño (del 21-03 al 20-06),,"2007. Remociones en masa detonadas por sismos: Caso de estudio del sismo Mw 6,2 del 21 de abril de 2007 en Fiordo Aysén, Chile Austral.","Naranjo, J.A.; Arenas, M.; Clavero, R.; Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-06.pdf,-45.35274014,-73.05113076,Coordenadas aproximadas al sector
202,195,RM-2007-05-001,Los Ríos,3,Sin información,Deslizamiento indeterminado,Lluvias,,Sin información,0,Sin información,,"2007. Peligro de remociones en masa en sector norte de Caleta Amargos, Comuna de Corral, Región de los Ríos.","Muñoz, J.; Mella, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-05.pdf,-39.87326225,-73.42681009,Coordenadas exactas
201,194,RM-2007-04-003,Aysén,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,21,Abril,2007,Otoño (del 21-03 al 20-06),Observado en terreno,"2007. Estudio preliminar de peligros por remociones en masa en la zona afectada por el sismo (Mw 6,2), Región de Aisén.","Naranjo, J.A.; Arenas, M.; Clavero, R.; Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-04.pdf,-45.26813332,-73.01963636,Coordenadas aproximadas al sector
200,193,RM-2007-04-002,Aysén,3,Sin información,Deslizamiento indeterminado,Evento Sísmico,21,Abril,2007,Otoño (del 21-03 al 20-06),,"2007. Estudio preliminar de peligros por remociones en masa en la zona afectada por el sismo (Mw 6,2), Región de Aisén.","Naranjo, J.A.; Arenas, M.; Clavero, R.; Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-04.pdf,-45.38817379,-72.73254214,Coordenadas aproximadas al sector
199,192,RM-2007-04-001,Aysén,1,Sin información,Caída de roca,Evento Sísmico,21,Abril,2007,Otoño (del 21-03 al 20-06),,"2007. Estudio preliminar de peligros por remociones en masa en la zona afectada por el sismo (Mw 6,2), Región de Aisén.","Naranjo, J.A.; Arenas, M.; Clavero, R.; Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-04.pdf,-45.3324171,-72.70228997,Coordenadas inexactas ubicadas en la ciudad o comuna
198,191,RM-2007-03-003,Antofagasta,1,Sin información,Caída indeterminada,Evento Sísmico,14,Noviembre,2007,Primavera (del 21-09 al 20-12),,"2007. Efectos del sismo Mw: 7,7 de Tocopilla, 14 de noviembre de 2007.","Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-03.pdf,-22.0978637,-70.19893977,Coordenadas exactas
197,190,RM-2007-03-002,Antofagasta,1,Roca,Caída de roca,Evento Sísmico,14,Noviembre,2007,Primavera (del 21-09 al 20-12),,"2007. Efectos del sismo Mw: 7,7 de Tocopilla, 14 de noviembre de 2007.","Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-03.pdf,-21.89710734,-70.16934742,Coordenadas exactas
196,189,RM-2007-03-001,Antofagasta,1,Sin información,Caída indeterminada,Evento Sísmico,14,Noviembre,2007,Primavera (del 21-09 al 20-12),,"2007. Efectos del sismo Mw: 7,7 de Tocopilla, 14 de noviembre de 2007.","Lara, L.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-03.pdf,-23.09965354,-70.46099342,Coordenadas exactas
195,188,RM-2007-02-001,Los Lagos,3,Suelo/Sedimento,Deslizamiento rotacional de arcilla/limo,Lluvias,22,Agosto,2007,Invierno (del 21-06 al 20-09),Observado en terreno,"2007. Consideraciones geológicas y geotécnicas de una remoción en masa activa en el Km 43,200 de la ruta U-40, entre Osorno y Bahía Mansa, Décima Región. (Agosto 2007)","Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-02.pdf,-40.57499864,-73.60474969,Coordenadas exactas
194,187,RM-2007-01-001,Los Lagos,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10,Septiembre,2007,Invierno (del 21-06 al 20-09),,"2007. Remoción en masa en Caleta el Manzano, Comuna de Hualaihue, región de los Lagos","Muñoz, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2007-01.pdf,-42.00988014,-72.64816554,Coordenadas exactas
193,186,RM-2006-13-001,Bío Bío,3,Roca,Deslizamiento indeterminado,Lluvias,,Sin información,2006,Sin información,,"2006. Riesgo de remoción en masa en viviendas de Caletas Puerto Inglés, Canteras y Candelaria, Península de Tumbes, Comuna de Talcahuano, Octava Región","Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-13.pdf,-36.62517771,-73.09394762,Coordenadas aproximadas al sector
192,185,RM-2006-12-003,Bío Bío,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,9 al 11,Julio,2006,Invierno (del 21-06 al 20-09),,"2006. Remociones en masa causadas por las precipitaciones de los días 9 al 11 de julio de 2006, en algunos sectores de la provincia de Concepción.","Naranjo, J.A.; Arenas, M.; Ramirez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-12.pdf,-36.9194512,-73.01669007,Coordenadas exactas
191,184,RM-2006-12-002,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,9 al 11,Julio,2006,Invierno (del 21-06 al 20-09),,"2006. Remociones en masa causadas por las precipitaciones de los días 9 al 11 de julio de 2006, en algunos sectores de la provincia de Concepción.","Naranjo, J.A.; Arenas, M.; Ramirez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-12.pdf,-36.92470731,-73.01300645,Coordenadas exactas
190,183,RM-2006-12-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,9 al 11,Julio,2006,Invierno (del 21-06 al 20-09),,"2006. Remociones en masa causadas por las precipitaciones de los días 9 al 11 de julio de 2006, en algunos sectores de la provincia de Concepción.","Naranjo, J.A.; Arenas, M.; Ramirez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-12.pdf,-36.59320713,-72.97806073,Coordenadas aproximadas al sector
189,182,RM-2006-11-001,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,14,Agosto,2006,Invierno (del 21-06 al 20-09),,"2006. Remoción en masa en el km 43 de la ruta 160, comuna de Lota, 14 de agosto de 2006.","Naranjo, J.A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-11.pdf,-37.09347858,-73.14914332,Coordenadas exactas
188,181,RM-2006-10-001,Los Ríos,3,Sin información,Deslizamiento rotacional de arcilla/limo,Sin información,,Junio,2006,Sin información,,"2006. Remoción en masa en Amargos, Comuna de Corral, Región de los Lagos, Chile.","Muñoz, J.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-10.pdf,-39.87326225,-73.42681009,Coordenadas exactas
187,180,RM-2006-09-001,Metropolitana,1,Roca,Caída de bloque/detrito/arena/limo,Lluvias,,Mayo,2006,Otoño (del 21-03 al 20-06),,2006. Informe técnico sobre variables geoambientales afectadas por loteo ilegal en Quebrada Huallalolén.,"Espinoza, C. y Fock, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-09.pdf,-33.34699656,-70.47014817,Coordenadas exactas
186,179,RM-2006-08-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Sin información,6,Junio,2006,Otoño (del 21-03 al 20-06),,2006. Informe sobre remociones en masa en algunos sectores de la localidad de Curanilahue,"Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-08.pdf,-37.48174455,-73.34643076,Coordenadas exactas
185,178,RM-2006-07-001,Coquimbo,5,Sin información,Flujo indeterminado,Lluvias,15,Febrero,2006,Verano (del 21-12 al 20-03),,"2006. Informe sobre los flujos de detritos que afectaron el valle del río Cochiguás el 15 de febrero de 2006, comuna de Paihuano, región de Coquimbo.","Naranjo, J.A.; Landon, N.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-07.pdf,-30.13907062,-70.40257669,Coordenadas exactas
184,177,RM-2006-06-008,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-37.61315,-73.65665228,Coordenadas inexactas ubicadas en la ciudad o comuna
183,176,RM-2006-06-007,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,,Junio,1950,Sin información,,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-36.83629305,-73.11279515,Coordenadas inexactas ubicadas en la provincia o región
182,175,RM-2006-06-006,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-36.94092941,-73.00969946,Coordenadas inexactas ubicadas en la ciudad o comuna
181,174,RM-2006-06-005,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-36.96955479,-72.97085325,Coordenadas inexactas ubicadas en la ciudad o comuna
180,173,RM-2006-06-004,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-37.08998214,-73.14745078,Coordenadas inexactas ubicadas en la ciudad o comuna
179,172,RM-2006-06-003,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-37.16503666,-73.18260363,Coordenadas inexactas ubicadas en la ciudad o comuna
178,171,RM-2006-06-002,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-37.21429147,-72.95750842,Coordenadas inexactas ubicadas en la ciudad o comuna
177,170,RM-2006-06-001,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,10 al 13,Julio,2006,Invierno (del 21-06 al 20-09),,2006. Informe Sistema Frontal 10 Al 13 De Julio 2006,ONEMI (Departamento de Protección Civil),,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-06.pdf,-37.28495884,-73.44969593,Coordenadas inexactas ubicadas en la ciudad o comuna
176,169,RM-2006-05-005,Antofagasta,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,14,Febrero,2006,Verano (del 21-12 al 20-03),Observado en terreno,2006. Informe geológico sobre los flujos de barro que afectaron la Región de Antofagasta en febrero de 2006.,"Basso, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-05.pdf,-23.16697235,-69.62948632,Coordenadas exactas
175,168,RM-2006-05-004,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,14,Febrero,2006,Verano (del 21-12 al 20-03),,2006. Informe geológico sobre los flujos de barro que afectaron la Región de Antofagasta en febrero de 2006.,"Basso, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-05.pdf,-23.06667628,-69.46937516,Coordenadas exactas
174,167,RM-2006-05-003,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,14,Febrero,2006,Verano (del 21-12 al 20-03),,2006. Informe geológico sobre los flujos de barro que afectaron la Región de Antofagasta en febrero de 2006.,"Basso, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-05.pdf,-23.16093746,-69.59962333,Coordenadas exactas
173,166,RM-2006-05-002,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,14,Febrero,2006,Verano (del 21-12 al 20-03),,2006. Informe geológico sobre los flujos de barro que afectaron la Región de Antofagasta en febrero de 2006.,"Basso, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-05.pdf,-23.45086713,-70.0644393,Coordenadas exactas
172,165,RM-2006-05-001,Antofagasta,5,Sin información,Flujo indeterminado,Lluvias,14,Febrero,2006,Verano (del 21-12 al 20-03),Observado en terreno,2006. Informe geológico sobre los flujos de barro que afectaron la Región de Antofagasta en febrero de 2006.,"Basso, M.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-05.pdf,-23.59781601,-70.28067613,Coordenadas exactas
171,164,RM-2006-04-001,Aysén,1,Roca,Caída de bloque/detrito/arena/limo,Lluvias,,Junio,2006,Sin información,Observado en terreno,2006. Informe geológico - geotécnico en relación a visita a sectores puntuales en la Carretera Austral: 10 al 15 julio.,"Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-04.pdf,-45.49784218,-72.14575576,Coordenadas exactas
170,163,RM-2006-03-001,Metropolitana,5,Suelo/Sedimento,Flujo de detritos,Lluvias,,Sin información,0,Sin información,,"2006. Estudio de remoción en masa para un proyecto de desarrollo urbano en la Región Metropolitana. Congreso Geológico Chileno, 2006.","Keller, B. y Martín, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-03.pdf,-33.45832764,-70.82558569,Coordenadas aproximadas al sector
169,162,RM-2006-02-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,11 y 12,Agosto,2006,Invierno (del 21-06 al 20-09),,"2006. Deslizamiento en Villa Belen, Agosto de 2006, Comuna de Penco, Región del Biobío","Naranjo, J.A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-02.pdf,-36.74200032,-73.00645048,Coordenadas exactas
168,161,RM-2006-01-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,,Junio,2002,Sin información,,"2006. Antecedentes geológicos de los terrenos en el Cerro San Miguel, Sector Denavi Sur - Villa Ensenada, Comuna de Talcahuano","Naranjo, J.A.; Ramirez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2006-01.pdf,-36.76720397,-73.09740538,Coordenadas aproximadas al sector
167,160,RM-2005-08-004,Metropolitana,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,8,Octubre,1997,Primavera (del 21-09 al 20-12),,2005. Informe sobre condiciones de riesgo de remoción en masa para el complejo hospitalario San José de Maipo.,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-08.pdf,-33.64699789,-70.3496577,Coordenadas exactas
166,159,RM-2005-08-003,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,8,Septiembre,1999,Invierno (del 21-06 al 20-09),,2005. Informe sobre condiciones de riesgo de remoción en masa para el complejo hospitalario San José de Maipo.,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-08.pdf,-33.64109695,-70.34845867,Coordenadas aproximadas al sector
165,158,RM-2005-08-002,Metropolitana,5,Suelo/Sedimento,Flujo de barro,Lluvias,,Junio,2000,Sin información,,2005. Informe sobre condiciones de riesgo de remoción en masa para el complejo hospitalario San José de Maipo.,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-08.pdf,-33.64174307,-70.34957933,Coordenadas aproximadas al sector
164,157,RM-2005-08-001,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,8,Septiembre,1999,Invierno (del 21-06 al 20-09),,2005. Informe sobre condiciones de riesgo de remoción en masa para el complejo hospitalario San José de Maipo.,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-08.pdf,-33.64382899,-70.3501618,Coordenadas exactas
163,156,RM-2005-07-005,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,26,Junio,2005,Invierno (del 21-06 al 20-09),,"2005. Informe geológico sobre remociones en masa causadas por las lluvias torrenciales de los días 26 y 27 de junio de 2005 en Concepción, VIII región","Naranjo, J.A.; Clavero, J.; Hauser, A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-07.pdf,-36.76657341,-73.09968398,Coordenadas aproximadas al sector
162,155,RM-2005-07-004,Bío Bío,3,Suelo/Sedimento,Deslizamiento indeterminado,Lluvias,26,Junio,2005,Invierno (del 21-06 al 20-09),,"2005. Informe geológico sobre remociones en masa causadas por las lluvias torrenciales de los días 26 y 27 de junio de 2005 en Concepción, VIII región","Naranjo, J.A.; Clavero, J.; Hauser, A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-07.pdf,-36.81217455,-73.03989699,Coordenadas exactas
161,154,RM-2005-07-003,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,26,Junio,2005,Invierno (del 21-06 al 20-09),,"2005. Informe geológico sobre remociones en masa causadas por las lluvias torrenciales de los días 26 y 27 de junio de 2005 en Concepción, VIII región","Naranjo, J.A.; Clavero, J.; Hauser, A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-07.pdf,-36.8382947,-73.0420786,Coordenadas exactas
160,153,RM-2005-07-002,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,26,Junio,2005,Invierno (del 21-06 al 20-09),,"2005. Informe geológico sobre remociones en masa causadas por las lluvias torrenciales de los días 26 y 27 de junio de 2005 en Concepción, VIII región","Naranjo, J.A.; Clavero, J.; Hauser, A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-07.pdf,-36.9194512,-73.01669007,Coordenadas exactas
159,152,RM-2005-07-001,Bío Bío,3,Sin información,Deslizamiento indeterminado,Lluvias,26,Junio,2005,Invierno (del 21-06 al 20-09),,"2005. Informe geológico sobre remociones en masa causadas por las lluvias torrenciales de los días 26 y 27 de junio de 2005 en Concepción, VIII región","Naranjo, J.A.; Clavero, J.; Hauser, A.; Ramírez, P.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-07.pdf,-37.0994139,-73.15407357,Coordenadas aproximadas al sector
158,151,RM-2005-06-006,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,26 y 27,Agosto,2005,Invierno (del 21-06 al 20-09),,2005. Informe geológico sobre efectos de las lluvias torrenciales del 26 y 27 de agosto de 2005 en el sector oriente de Santiago,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-06.pdf,-33.5125536,-70.54184526,Coordenadas exactas
157,150,RM-2005-06-005,Metropolitana,5,Suelo/Sedimento,Flujo indeterminado,Lluvias,26 y 27,Agosto,2005,Invierno (del 21-06 al 20-09),Observado en terreno,2005. Informe geológico sobre efectos de las lluvias torrenciales del 26 y 27 de agosto de 2005 en el sector oriente de Santiago,"Naranjo, J.A. y Hauser, A.",,https://portalgeo.sernageomin.cl/Informes_PDF_Nac/RM-2005-06.pdf,-33.43344953,-70.53937788,Coordenadas exactas
